Bonus_history,Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Rotation_(excluding_bonus),No_of_Rotation_(including_bonus),Rotations_Till_bonus,Junk1,No_of_Regular_Bonus,No_of_Big_Bonus,Junk2,Junk3,Junk4,Junk5,Junk6,Junk7
,20327,20981,6356,7044,117,0,23,24,0,294,20230929082347,0,0,0
,20330,20981,6357,7045,118,0,23,24,0,294,20230929082347,0,0,0
,20333,20981,6358,7046,119,0,23,24,0,294,20230929082347,0,0,0
,20336,20981,6359,7047,120,0,23,24,0,294,20230929082347,0,0,0
,20339,20989,6360,7048,121,0,23,24,0,294,20230929082347,0,0,0
,20342,20997,6361,7049,122,0,23,24,0,294,20230929082347,0,0,0
,20345,21000,6362,7050,123,0,23,24,0,294,20230929082347,0,0,0
,20348,21000,6363,7051,124,0,23,24,0,294,20230929082347,0,0,0
,20351,21000,6364,7052,125,0,23,24,0,294,20230929082347,0,0,0
,20354,21000,6365,7053,126,0,23,24,0,294,20230929082347,0,0,0
,20357,21000,6366,7054,127,0,23,24,0,294,20230929082347,0,0,0
,20360,21003,6367,7055,128,0,23,24,0,294,20230929082347,0,0,0
,20363,21003,6368,7056,129,0,23,24,0,294,20230929082347,0,0,0
,20366,21003,6369,7057,130,0,23,24,0,294,20230929082347,0,0,0
,20369,21003,6370,7058,131,0,23,24,0,294,20230929082347,0,0,0
,20372,21003,6371,7059,132,0,23,24,0,294,20230929082347,0,0,0
,20375,21011,6372,7060,133,0,23,24,0,294,20230929082347,0,0,0
,20378,21011,6373,7061,134,0,23,24,0,294,20230929082347,0,0,0
,20381,21011,6374,7062,135,0,23,24,0,294,20230929082347,0,0,0
,20384,21014,6375,7063,136,0,23,24,0,294,20230929082347,0,0,0
,20387,21022,6376,7064,137,0,23,24,0,294,20230929082347,0,0,0
,20390,21022,6377,7065,138,0,23,24,0,294,20230929082347,0,0,0
,20393,21022,6378,7066,139,0,23,24,0,294,20230929082347,0,0,0
,20396,21022,6379,7067,140,0,23,24,0,294,20230929082347,0,0,0
,20399,21022,6380,7068,141,0,23,24,0,294,20230929082347,0,0,0
,20402,21030,6381,7069,142,0,23,24,0,294,20230929082347,0,0,0
,20405,21030,6382,7070,143,0,23,24,0,294,20230929082347,0,0,0
,20408,21030,6383,7071,144,0,23,24,0,294,20230929082347,0,0,0
,20411,21030,6384,7072,145,0,23,24,0,294,20230929082347,0,0,0
,20414,21030,6385,7073,146,0,23,24,0,294,20230929082347,0,0,0
,20417,21038,6386,7074,147,0,23,24,0,294,20230929082347,0,0,0
,20420,21038,6387,7075,148,0,23,24,0,294,20230929082347,0,0,0
,20423,21038,6388,7076,149,0,23,24,0,294,20230929082347,0,0,0
,20426,21038,6389,7077,150,0,23,24,0,294,20230929082347,0,0,0
,20429,21038,6390,7078,151,0,23,24,0,294,20230929082347,0,0,0
,20432,21038,6391,7079,152,0,23,24,0,294,20230929082347,0,0,0
,20435,21038,6392,7080,153,0,23,24,0,294,20230929082347,0,0,0
,20438,21046,6393,7081,154,0,23,24,0,294,20230929082347,0,0,0
,20441,21049,6394,7082,155,0,23,24,0,294,20230929082347,0,0,0
,20444,21057,6395,7083,156,0,23,24,0,294,20230929082347,0,0,0
,20447,21057,6396,7084,157,0,23,24,0,294,20230929082347,0,0,0
,20450,21057,6397,7085,158,0,23,24,0,294,20230929082347,0,0,0
,20453,21059,6398,7086,159,0,23,24,0,294,20230929082347,0,0,0
,20456,21059,6399,7087,160,0,23,24,0,294,20230929082347,0,0,0
,20459,21059,6400,7088,161,0,23,24,0,294,20230929082347,0,0,0
,20462,21067,6401,7089,162,0,23,24,0,294,20230929082347,0,0,0
,20465,21067,6402,7090,163,0,23,24,0,294,20230929082347,0,0,0
,20468,21075,6403,7091,164,0,23,24,0,294,20230929082347,0,0,0
,20471,21075,6404,7092,165,0,23,24,0,294,20230929082347,0,0,0
,20474,21075,6405,7093,166,0,23,24,0,294,20230929082347,0,0,0
,20477,21075,6406,7094,167,0,23,24,0,294,20230929082347,0,0,0
,20480,21075,6407,7095,168,0,23,24,0,294,20230929082347,0,0,0
,20483,21075,6408,7096,169,0,23,24,0,294,20230929082347,0,0,0
,20486,21075,6409,7097,170,0,23,24,0,294,20230929082347,0,0,0
,20489,21075,6410,7098,171,0,23,24,0,294,20230929082347,0,0,0
,20492,21083,6411,7099,172,0,23,24,0,294,20230929082347,0,0,0
,20495,21083,6412,7100,173,0,23,24,0,294,20230929082347,0,0,0
,20498,21083,6413,7101,174,0,23,24,0,294,20230929082347,0,0,0
,20501,21083,6414,7102,175,0,23,24,0,294,20230929082347,0,0,0
,20504,21083,6415,7103,176,0,23,24,0,294,20230929082347,0,0,0
,20507,21086,6416,7104,177,0,23,24,0,294,20230929082347,0,0,0
,20510,21094,6417,7105,178,0,23,24,0,294,20230929082347,0,0,0
,20513,21094,6418,7106,179,0,23,24,0,294,20230929082347,0,0,0
,20516,21094,6419,7107,180,0,23,24,0,294,20230929082347,0,0,0
,20519,21102,6420,7108,181,0,23,24,0,294,20230929082347,0,0,0
,20522,21102,6421,7109,182,0,23,24,0,294,20230929082347,0,0,0
,20525,21110,6422,7110,183,0,23,24,0,294,20230929082347,0,0,0
,20528,21118,6423,7111,184,0,23,24,0,294,20230929082347,0,0,0
,20531,21121,6424,7112,185,0,23,24,0,294,20230929082347,0,0,0
,20534,21124,6425,7113,186,0,23,24,0,294,20230929082347,0,0,0
,20537,21124,6426,7114,187,0,23,24,0,294,20230929082347,0,0,0
,20540,21124,6427,7115,188,0,23,24,0,294,20230929082347,0,0,0
,20543,21132,6428,7116,189,0,23,24,0,294,20230929082347,0,0,0
,20546,21135,6429,7117,190,0,23,24,0,294,20230929082347,0,0,0
,20549,21143,6430,7118,191,0,23,24,0,294,20230929082347,0,0,0
,20552,21151,6431,7119,192,0,23,24,0,294,20230929082347,0,0,0
,20555,21151,6432,7120,193,0,23,24,0,294,20230929082347,0,0,0
,20558,21151,6433,7121,194,0,23,24,0,294,20230929082347,0,0,0
,20561,21154,6434,7122,195,0,23,24,0,294,20230929082347,0,0,0
,20564,21157,6435,7123,196,0,23,24,0,294,20230929082347,0,0,0
,20567,21165,6436,7124,197,0,23,24,0,294,20230929082347,0,0,0
,20570,21165,6437,7125,198,0,23,24,0,294,20230929082347,0,0,0
,20573,21165,6438,7126,199,0,23,24,0,294,20230929082347,0,0,0
,20576,21173,6439,7127,200,0,23,24,0,294,20230929082347,0,0,0
,20579,21173,6440,7128,201,0,23,24,0,294,20230929082347,0,0,0
,20582,21176,6441,7129,202,0,23,24,0,294,20230929082347,0,0,0
,20585,21184,6442,7130,203,0,23,24,0,294,20230929082347,0,0,0
,20588,21184,6443,7131,204,0,23,24,0,294,20230929082347,0,0,0
,20591,21184,6444,7132,205,0,23,24,0,294,20230929082347,0,0,0
,20594,21187,6445,7133,206,0,23,24,0,294,20230929082347,0,0,0
,20597,21190,6446,7134,207,0,23,24,0,294,20230929082347,0,0,0
,20600,21190,6447,7135,208,0,23,24,0,294,20230929082347,0,0,0
,20603,21198,6448,7136,209,0,23,24,0,294,20230929082347,0,0,0
,20606,21198,6449,7137,210,0,23,24,0,294,20230929082347,0,0,0
,20609,21198,6450,7138,211,0,23,24,0,294,20230929082347,0,0,0
,20612,21206,6451,7139,212,0,23,24,0,294,20230929082347,0,0,0
,20615,21206,6452,7140,213,0,23,24,0,294,20230929082347,0,0,0
,20618,21206,6453,7141,214,0,23,24,0,294,20230929082347,0,0,0
,20621,21206,6454,7142,215,0,23,24,0,294,20230929082347,0,0,0
,20624,21206,6455,7143,216,0,23,24,0,294,20230929082347,0,0,0
,20627,21206,6456,7144,217,0,23,24,0,294,20230929082347,0,0,0
,20630,21206,6457,7145,218,0,23,24,0,294,20230929082347,0,0,0
,20633,21214,6458,7146,219,0,23,24,0,294,20230929082347,0,0,0
,20636,21214,6459,7147,220,0,23,24,0,294,20230929082347,0,0,0
,20639,21214,6460,7148,221,0,23,24,0,294,20230929082347,0,0,0
,20642,21217,6461,7149,222,0,23,24,0,294,20230929082347,0,0,0
,20645,21217,6462,7150,223,0,23,24,0,294,20230929082347,0,0,0
,20648,21217,6463,7151,224,0,23,24,0,294,20230929082347,0,0,0
,20651,21217,6464,7152,225,0,23,24,0,294,20230929082347,0,0,0
,20654,21225,6465,7153,226,0,23,24,0,294,20230929082347,0,0,0
,20657,21225,6466,7154,227,0,23,24,0,294,20230929082347,0,0,0
,20660,21225,6467,7155,228,0,23,24,0,294,20230929082347,0,0,0
,20663,21233,6468,7156,229,0,23,24,0,294,20230929082347,0,0,0
,20666,21233,6469,7157,230,0,23,24,0,294,20230929082347,0,0,0
,20669,21233,6470,7158,231,0,23,24,0,294,20230929082347,0,0,0
,20672,21233,6471,7159,232,0,23,24,0,294,20230929082347,0,0,0
,20675,21233,6472,7160,233,0,23,24,0,294,20230929082347,0,0,0
,20678,21233,6473,7161,234,0,23,24,0,294,20230929082347,0,0,0
,20681,21241,6474,7162,235,0,23,24,0,294,20230929082347,0,0,0
,20684,21241,6475,7163,236,0,23,24,0,294,20230929082347,0,0,0
,20687,21249,6476,7164,237,0,23,24,0,294,20230929082347,0,0,0
,20690,21252,6477,7165,238,0,23,24,0,294,20230929082347,0,0,0
,20693,21255,6478,7166,239,0,23,24,0,294,20230929082347,0,0,0
,20696,21255,6479,7167,240,0,23,24,0,294,20230929082347,0,0,0
,20699,21263,6480,7168,241,0,23,24,0,294,20230929082347,0,0,0
,20702,21266,6481,7169,242,0,23,24,0,294,20230929082347,0,0,0
,20705,21274,6482,7170,243,0,23,24,0,294,20230929082347,0,0,0
,20708,21274,6483,7171,244,0,23,24,0,294,20230929082347,0,0,0
,20711,21277,6484,7172,245,0,23,24,0,294,20230929082347,0,0,0
,20714,21280,6485,7173,246,0,23,24,0,294,20230929082347,0,0,0
,20717,21280,6486,7174,247,0,23,24,0,294,20230929082347,0,0,0
,20720,21280,6487,7175,248,0,23,24,0,294,20230929082347,0,0,0
,20723,21280,6488,7176,249,0,23,24,0,294,20230929082347,0,0,0
,20726,21282,6489,7177,250,0,23,24,0,294,20230929082347,0,0,0
,20729,21282,6490,7178,251,0,23,24,0,294,20230929082347,0,0,0
,20732,21285,6491,7179,252,0,23,24,0,294,20230929082347,0,0,0
,20735,21293,6492,7180,253,0,23,24,0,294,20230929082347,0,0,0
,20738,21293,6493,7181,254,0,23,24,0,294,20230929082347,0,0,0
,20741,21301,6494,7182,255,0,23,24,0,294,20230929082347,0,0,0
,20744,21304,6495,7183,256,0,23,24,0,294,20230929082347,0,0,0
,20747,21304,6496,7184,257,0,23,24,0,294,20230929082347,0,0,0
,20750,21304,6497,7185,258,0,23,24,0,294,20230929082347,0,0,0
,20753,21304,6498,7186,259,0,23,24,0,294,20230929082347,0,0,0
,20756,21312,6499,7187,260,0,23,24,0,294,20230929082347,0,0,0
,20759,21312,6500,7188,261,0,23,24,0,294,20230929082347,0,0,0
,20762,21312,6501,7189,262,0,23,24,0,294,20230929082347,0,0,0
,20765,21312,6502,7190,263,0,23,24,0,294,20230929082347,0,0,0
,20768,21320,6503,7191,264,0,23,24,0,294,20230929082347,0,0,0
,20771,21320,6504,7192,265,0,23,24,0,294,20230929082347,0,0,0
,20774,21320,6505,7193,266,0,23,24,0,294,20230929082347,0,0,0
,20777,21328,6506,7194,267,0,23,24,0,294,20230929082347,0,0,0
,20780,21328,6507,7195,268,0,23,24,0,294,20230929082347,0,0,0
,20783,21328,6508,7196,269,0,23,24,0,294,20230929082347,0,0,0
,20786,21328,6509,7197,270,0,23,24,0,294,20230929082347,0,0,0
,20789,21331,6510,7198,271,0,23,24,0,294,20230929082347,0,0,0
,20792,21331,6511,7199,272,0,23,24,0,294,20230929082347,0,0,0
,20795,21331,6512,7200,273,0,23,24,0,294,20230929082347,0,0,0
,20798,21331,6513,7201,274,0,23,24,0,294,20230929082347,0,0,0
,20801,21331,6514,7202,275,0,23,24,0,294,20230929082347,0,0,0
,20804,21331,6515,7203,276,0,23,24,0,294,20230929082347,0,0,0
,20807,21333,6516,7204,277,0,23,24,0,294,20230929082347,0,0,0
,20810,21333,6517,7205,278,0,23,24,0,294,20230929082347,0,0,0
,20813,21336,6518,7206,279,0,23,24,0,294,20230929082347,0,0,0
,20816,21336,6519,7207,280,0,23,24,0,294,20230929082347,0,0,0
,20819,21344,6520,7208,281,0,23,24,0,294,20230929082347,0,0,0
,20822,21352,6521,7209,282,0,23,24,0,294,20230929082347,0,0,0
,20825,21352,6522,7210,283,0,23,24,0,294,20230929082347,0,0,0
,20828,21352,6523,7211,284,0,23,24,0,294,20230929082347,0,0,0
,20831,21352,6524,7212,285,0,23,24,0,294,20230929082347,0,0,0
,20834,21360,6525,7213,286,0,23,24,0,294,20230929082347,0,0,0
,20837,21360,6526,7214,287,0,23,24,0,294,20230929082347,0,0,0
,20840,21360,6527,7215,288,0,23,24,0,294,20230929082347,0,0,0
,20843,21360,6528,7216,289,0,23,24,0,294,20230929082347,0,0,0
,20846,21360,6529,7217,290,0,23,24,0,294,20230929082347,0,0,0
,20849,21368,6530,7218,291,0,23,24,0,294,20230929082347,0,0,0
,20852,21368,6531,7219,292,0,23,24,0,294,20230929082347,0,0,0
,20855,21368,6532,7220,293,0,23,24,0,294,20230929082347,0,0,0
,20858,21368,6533,7221,294,0,23,24,0,294,20230929082347,0,0,0
,20861,21368,6534,7222,295,0,23,24,0,294,20230929082347,0,0,0
,20864,21368,6535,7223,296,0,23,24,0,294,20230929082347,0,0,0
,20867,21368,6536,7224,297,0,23,24,0,294,20230929082347,0,0,0
,20870,21368,6537,7225,298,0,23,24,0,294,20230929082347,0,0,0
,20873,21376,6538,7226,299,0,23,24,0,294,20230929082347,0,0,0
,20876,21376,6539,7227,300,0,23,24,0,294,20230929082347,0,0,0
,20879,21376,6540,7228,301,0,23,24,0,294,20230929082347,0,0,0
,20882,21376,6541,7229,302,0,23,24,0,294,20230929082347,0,0,0
,20885,21379,6542,7230,303,0,23,24,0,294,20230929082347,0,0,0
,20888,21379,6543,7231,304,0,23,24,0,294,20230929082347,0,0,0
,20891,21379,6544,7232,305,0,23,24,0,294,20230929082347,0,0,0
,20894,21382,6545,7233,306,0,23,24,0,294,20230929082347,0,0,0
,20897,21382,6546,7234,307,0,23,24,0,294,20230929082347,0,0,0
,20900,21390,6547,7235,308,0,23,24,0,294,20230929082347,0,0,0
,20903,21390,6548,7236,309,0,23,24,0,294,20230929082347,0,0,0
,20906,21392,6549,7237,310,0,23,24,0,294,20230929082347,0,0,0
,20909,21392,6550,7238,311,0,23,24,0,294,20230929082347,0,0,0
,20912,21392,6551,7239,312,0,23,24,0,294,20230929082347,0,0,0
,20915,21400,6552,7240,313,0,23,24,0,294,20230929082347,0,0,0
,20918,21408,6553,7241,314,0,23,24,0,294,20230929082347,0,0,0
,20921,21408,6554,7242,315,0,23,24,0,294,20230929082347,0,0,0
,20924,21408,6555,7243,316,0,23,24,0,294,20230929082347,0,0,0
,20927,21408,6556,7244,317,0,23,24,0,294,20230929082347,0,0,0
,20930,21408,6557,7245,318,0,23,24,0,294,20230929082347,0,0,0
,20933,21408,6558,7246,319,0,23,24,0,294,20230929082347,0,0,0
,20936,21408,6559,7247,320,0,23,24,0,294,20230929082347,0,0,0
,20939,21411,6560,7248,321,0,23,24,0,294,20230929082347,0,0,0
,20942,21411,6561,7249,322,0,23,24,0,294,20230929082347,0,0,0
,20945,21414,6562,7250,323,0,23,24,0,294,20230929082347,0,0,0
,20948,21417,6563,7251,324,0,23,24,0,294,20230929082347,0,0,0
,20951,21417,6564,7252,325,0,23,24,0,294,20230929082347,0,0,0
,20954,21417,6565,7253,326,0,23,24,0,294,20230929082347,0,0,0
,20957,21417,6566,7254,327,0,23,24,0,294,20230929082347,0,0,0
,20960,21420,6567,7255,328,0,23,24,0,294,20230929082347,0,0,0
,20963,21420,6568,7256,329,0,23,24,0,294,20230929082347,0,0,0
,20966,21420,6569,7257,330,0,23,24,0,294,20230929082347,0,0,0
,20969,21420,6570,7258,331,0,23,24,0,294,20230929082347,0,0,0
,20972,21420,6571,7259,332,0,23,24,0,294,20230929082347,0,0,0
,20975,21423,6572,7260,333,0,23,24,0,294,20230929082347,0,0,0
,20978,21426,6573,7261,334,0,23,24,0,294,20230929082347,0,0,0
,20981,21429,6574,7262,335,0,23,24,0,294,20230929082347,0,0,0
,20984,21429,6575,7263,336,0,23,24,0,294,20230929082347,0,0,0
,20987,21429,6576,7264,337,0,23,24,0,294,20230929082347,0,0,0
,20990,21432,6577,7265,338,0,23,24,0,294,20230929082347,0,0,0
,20993,21432,6578,7266,339,0,23,24,0,294,20230929082347,0,0,0
,20996,21440,6579,7267,340,0,23,24,0,294,20230929082347,0,0,0
,20999,21443,6580,7268,341,0,23,24,0,294,20230929082347,0,0,0
,21002,21451,6581,7269,342,0,23,24,0,294,20230929082347,0,0,0
,21005,21451,6582,7270,343,0,23,24,0,294,20230929082347,0,0,0
,21008,21451,6583,7271,344,0,23,24,0,294,20230929082347,0,0,0
,21011,21451,6584,7272,345,0,23,24,0,294,20230929082347,0,0,0
,21014,21459,6585,7273,346,0,23,24,0,294,20230929082347,0,0,0
,21017,21461,6586,7274,347,0,23,24,0,294,20230929082347,0,0,0
,21020,21461,6587,7275,348,0,23,24,0,294,20230929082347,0,0,0
,21023,21461,6588,7276,349,0,23,24,0,294,20230929082347,0,0,0
,21026,21461,6589,7277,350,0,23,24,0,294,20230929082347,0,0,0
,21029,21461,6590,7278,351,0,23,24,0,294,20230929082347,0,0,0
,21032,21461,6591,7279,352,0,23,24,0,294,20230929082347,0,0,0
,21035,21461,6592,7280,353,0,23,24,0,294,20230929082347,0,0,0
,21038,21461,6593,7281,354,0,23,24,0,294,20230929082347,0,0,0
,21041,21461,6594,7282,355,0,23,24,0,294,20230929082347,0,0,0
,21044,21461,6595,7283,356,0,23,24,0,294,20230929082347,0,0,0
,21047,21461,6596,7284,357,0,23,24,0,294,20230929082347,0,0,0
,21050,21461,6597,7285,358,0,23,24,0,294,20230929082347,0,0,0
,21053,21461,6598,7286,359,0,23,24,0,294,20230929082347,0,0,0
,21056,21461,6599,7287,360,0,23,24,0,294,20230929082347,0,0,0
,21059,21469,6600,7288,361,0,23,24,0,294,20230929082347,0,0,0
,21062,21472,6601,7289,362,0,23,24,0,294,20230929082347,0,0,0
,21065,21475,6602,7290,363,0,23,24,0,294,20230929082347,0,0,0
,21068,21483,6603,7291,364,0,23,24,0,294,20230929082347,0,0,0
,21071,21483,6604,7292,365,0,23,24,0,294,20230929082347,0,0,0
,21074,21483,6605,7293,366,0,23,24,0,294,20230929082347,0,0,0
,21077,21483,6606,7294,367,0,23,24,0,294,20230929082347,0,0,0
,21080,21483,6607,7295,368,0,23,24,0,294,20230929082347,0,0,0
,21083,21491,6608,7296,369,0,23,24,0,294,20230929082347,0,0,0
,21086,21499,6609,7297,370,0,23,24,0,294,20230929082347,0,0,0
,21089,21502,6610,7298,371,0,23,24,0,294,20230929082347,0,0,0
,21092,21505,6611,7299,372,0,23,24,0,294,20230929082347,0,0,0
,21095,21505,6612,7300,373,0,23,24,0,294,20230929082347,0,0,0
,21098,21505,6613,7301,374,0,23,24,0,294,20230929082347,0,0,0
,21101,21508,6614,7302,375,0,23,24,0,294,20230929082347,0,0,0
,21104,21508,6615,7303,376,0,23,24,0,294,20230929082347,0,0,0
,21107,21516,6616,7304,377,0,23,24,0,294,20230929082347,0,0,0
,21110,21519,6617,7305,378,0,23,24,0,294,20230929082347,0,0,0
,21113,21519,6618,7306,379,0,23,24,0,294,20230929082347,0,0,0
,21116,21519,6619,7307,380,0,23,24,0,294,20230929082347,0,0,0
,21119,21519,6620,7308,381,0,23,24,0,294,20230929082347,0,0,0
,21122,21522,6621,7309,382,0,23,24,0,294,20230929082347,0,0,0
,21125,21522,6622,7310,383,0,23,24,0,294,20230929082347,0,0,0
,21128,21522,6623,7311,384,0,23,24,0,294,20230929082347,0,0,0
,21131,21525,6624,7312,385,0,23,24,0,294,20230929082347,0,0,0
,21134,21525,6625,7313,386,0,23,24,0,294,20230929082347,0,0,0
,21137,21528,6626,7314,387,0,23,24,0,294,20230929082347,0,0,0
,21140,21528,6627,7315,388,0,23,24,0,294,20230929082347,0,0,0
,21143,21528,6628,7316,389,0,23,24,0,294,20230929082347,0,0,0
,21146,21528,6629,7317,390,0,23,24,0,294,20230929082347,0,0,0
,21149,21528,6630,7318,391,0,23,24,0,294,20230929082347,0,0,0
,21152,21528,6631,7319,392,0,23,24,0,294,20230929082347,0,0,0
,21155,21536,6632,7320,393,0,23,24,0,294,20230929082347,0,0,0
,21158,21536,6633,7321,394,0,23,24,0,294,20230929082347,0,0,0
,21161,21536,6634,7322,395,0,23,24,0,294,20230929082347,0,0,0
,21164,21536,6635,7323,396,0,23,24,0,294,20230929082347,0,0,0
,21167,21536,6636,7324,397,0,23,24,0,294,20230929082347,0,0,0
,21170,21536,6637,7325,398,0,23,24,0,294,20230929082347,0,0,0
,21173,21536,6638,7326,399,0,23,24,0,294,20230929082347,0,0,0
,21176,21536,6639,7327,400,0,23,24,0,294,20230929082347,0,0,0
,21179,21536,6640,7328,401,0,23,24,0,294,20230929082347,0,0,0
,21182,21536,6641,7329,402,0,23,24,0,294,20230929082347,0,0,0
,21185,21536,6642,7330,403,0,23,24,0,294,20230929082347,0,0,0
,21188,21544,6643,7331,404,0,23,24,0,294,20230929082347,0,0,0
,21191,21544,6644,7332,405,0,23,24,0,294,20230929082347,0,0,0
,21194,21544,6645,7333,406,0,23,24,0,294,20230929082347,0,0,0
,21197,21544,6646,7334,407,0,23,24,0,294,20230929082347,0,0,0
,21200,21552,6647,7335,408,0,23,24,0,294,20230929082347,0,0,0
,21203,21552,6648,7336,409,0,23,24,0,294,20230929082347,0,0,0
,21206,21552,6649,7337,410,0,23,24,0,294,20230929082347,0,0,0
,21209,21555,6650,7338,411,0,23,24,0,294,20230929082347,0,0,0
,21212,21563,6651,7339,412,0,23,24,0,294,20230929082347,0,0,0
,21215,21563,6652,7340,413,0,23,24,0,294,20230929082347,0,0,0
,21218,21563,6653,7341,414,0,23,24,0,294,20230929082347,0,0,0
,21221,21563,6654,7342,415,0,23,24,0,294,20230929082347,0,0,0
,21224,21563,6655,7343,416,0,23,24,0,294,20230929082347,0,0,0
,21227,21563,6656,7344,417,0,23,24,0,294,20230929082347,0,0,0
,21230,21571,6657,7345,418,0,23,24,0,294,20230929082347,0,0,0
,21233,21571,6658,7346,419,0,23,24,0,294,20230929082347,0,0,0
,21236,21571,6659,7347,420,0,23,24,0,294,20230929082347,0,0,0
,21239,21574,6660,7348,421,0,23,24,0,294,20230929082347,0,0,0
,21242,21582,6661,7349,422,0,23,24,0,294,20230929082347,0,0,0
,21245,21582,6662,7350,423,0,23,24,0,294,20230929082347,0,0,0
,21248,21590,6663,7351,424,0,23,24,0,294,20230929082347,0,0,0
,21251,21590,6664,7352,425,0,23,24,0,294,20230929082347,0,0,0
,21254,21598,6665,7353,426,0,23,24,0,294,20230929082347,0,0,0
,21257,21606,6666,7354,427,0,23,24,0,294,20230929082347,0,0,0
,21260,21606,6667,7355,428,0,23,24,0,294,20230929082347,0,0,0
,21263,21606,6668,7356,429,0,23,24,0,294,20230929082347,0,0,0
,21266,21609,6669,7357,430,0,23,24,0,294,20230929082347,0,0,0
,21269,21609,6670,7358,431,0,23,24,0,294,20230929082347,0,0,0
,21272,21612,6671,7359,432,0,23,24,0,294,20230929082347,0,0,0
,21275,21612,6672,7360,433,0,23,24,0,294,20230929082347,0,0,0
,21278,21612,6673,7361,434,0,23,24,0,294,20230929082347,0,0,0
,21281,21612,6674,7362,435,0,23,24,0,294,20230929082347,0,0,0
,21284,21620,6675,7363,436,0,23,24,0,294,20230929082347,0,0,0
,21287,21620,6676,7364,437,0,23,24,0,294,20230929082347,0,0,0
,21290,21620,6677,7365,438,0,23,24,0,294,20230929082347,0,0,0
,21293,21620,6678,7366,439,0,23,24,0,294,20230929082347,0,0,0
,21296,21620,6679,7367,440,0,23,24,0,294,20230929082347,0,0,0
,21299,21620,6680,7368,441,0,23,24,0,294,20230929082347,0,0,0
,21302,21628,6681,7369,442,0,23,24,0,294,20230929082347,0,0,0
,21305,21636,6682,7370,443,0,23,24,0,294,20230929082347,0,0,0
,21308,21644,6683,7371,444,0,23,24,0,294,20230929082347,0,0,0
,21311,21644,6684,7372,445,0,23,24,0,294,20230929082347,0,0,0
,21314,21644,6685,7373,446,0,23,24,0,294,20230929082347,0,0,0
,21317,21644,6686,7374,447,0,23,24,0,294,20230929082347,0,0,0
,21320,21644,6687,7375,448,0,23,24,0,294,20230929082347,0,0,0
,21323,21647,6688,7376,449,0,23,24,0,294,20230929082347,0,0,0
,21326,21647,6689,7377,450,0,23,24,0,294,20230929082347,0,0,0
,21329,21647,6690,7378,451,0,23,24,0,294,20230929082347,0,0,0
,21332,21650,6691,7379,452,0,23,24,0,294,20230929082347,0,0,0
,21335,21650,6692,7380,453,0,23,24,0,294,20230929082347,0,0,0
,21338,21653,6693,7381,454,0,23,24,0,294,20230929082347,0,0,0
,21341,21653,6694,7382,455,0,23,24,0,294,20230929082347,0,0,0
,21344,21661,6695,7383,456,0,23,24,0,294,20230929082347,0,0,0
,21347,21664,6696,7384,457,0,23,24,0,294,20230929082347,0,0,0
,21350,21672,6697,7385,458,0,23,24,0,294,20230929082347,0,0,0
,21353,21672,6698,7386,459,0,23,24,0,294,20230929082347,0,0,0
,21356,21672,6699,7387,460,0,23,24,0,294,20230929082347,0,0,0
,21359,21680,6700,7388,461,0,23,24,0,294,20230929082347,0,0,0
,21362,21680,6701,7389,462,0,23,24,0,294,20230929082347,0,0,0
,21365,21682,6702,7390,463,0,23,24,0,294,20230929082347,0,0,0
,21368,21682,6703,7391,464,0,23,24,0,294,20230929082347,0,0,0
,21371,21690,6704,7392,465,0,23,24,0,294,20230929082347,0,0,0
,21374,21690,6705,7393,466,0,23,24,0,294,20230929082347,0,0,0
,21377,21690,6706,7394,467,0,23,24,0,294,20230929082347,0,0,0
,21380,21698,6707,7395,468,0,23,24,0,294,20230929082347,0,0,0
,21383,21698,6708,7396,469,0,23,24,0,294,20230929082347,0,0,0
,21386,21698,6709,7397,470,0,23,24,0,294,20230929082347,0,0,0
,21389,21698,6710,7398,471,0,23,24,0,294,20230929082347,0,0,0
,21392,21698,6711,7399,472,0,23,24,0,294,20230929082347,0,0,0
,21395,21698,6712,7400,473,0,23,24,0,294,20230929082347,0,0,0
,21398,21701,6713,7401,474,0,23,24,0,294,20230929082347,0,0,0
,21401,21701,6714,7402,475,0,23,24,0,294,20230929082347,0,0,0
,21404,21701,6715,7403,476,0,23,24,0,294,20230929082347,0,0,0
,21407,21704,6716,7404,477,0,23,24,0,294,20230929082347,0,0,0
,21410,21704,6717,7405,478,0,23,24,0,294,20230929082347,0,0,0
,21413,21704,6718,7406,479,0,23,24,0,294,20230929082347,0,0,0
,21416,21707,6719,7407,480,0,23,24,0,294,20230929082347,0,0,0
,21419,21707,6720,7408,481,0,23,24,0,294,20230929082347,0,0,0
,21422,21707,6721,7409,482,0,23,24,0,294,20230929082347,0,0,0
,21425,21715,6722,7410,483,0,23,24,0,294,20230929082347,0,0,0
,21428,21718,6723,7411,484,0,23,24,0,294,20230929082347,0,0,0
,21431,21726,6724,7412,485,0,23,24,0,294,20230929082347,0,0,0
,21434,21726,6725,7413,486,0,23,24,0,294,20230929082347,0,0,0
,21437,21729,6726,7414,487,0,23,24,0,294,20230929082347,0,0,0
,21440,21729,6727,7415,488,0,23,24,0,294,20230929082347,0,0,0
,21443,21732,6728,7416,489,0,23,24,0,294,20230929082347,0,0,0
,21446,21732,6729,7417,490,0,23,24,0,294,20230929082347,0,0,0
